S,X1,X2,X3,A,Y_1,Y_0,d_pop,d_out,epsilon,inter,Y
0,.1388645,-1.676942,.3769995,0,-.0222132,-1.161078,1.138865,1.138865,,,
0,-.4391936,.2308163,-.0968596,0,.2555695,-.3052369,.5608064,.5608064,,,
0,.180636,-.585779,1.885544,0,2.661037,1.480401,1.180636,1.180636,,,
0,-1.69132,-.8534051,-1.615084,0,-4.851129,-4.159809,-.6913199,-.6913199,,,
0,-.0854008,-1.77026,-.6143414,0,-1.555403,-2.470002,.9145992,.9145992,,,
0,.8408331,-.1034925,.5268467,0,3.105021,1.264187,1.840833,1.840833,,,
0,.3202382,.3411208,-.285769,0,1.695828,.37559,1.320238,1.320238,,,
0,.3471475,.0850294,-1.86773,0,-.0884052,-1.435553,1.347147,1.347147,,,
0,-.0377822,-.6788678,-.5028322,0,-.2572646,-1.219482,.9622177,.9622177,,,
0,-.0863821,-.9293267,-1.436984,0,-1.539075,-2.452693,.9136181,.9136181,,,
0,-.7643584,-1.529377,.4958112,0,-1.562283,-1.797925,.2356417,.2356417,,,
0,1.189883,1.112171,.0065783,0,4.498515,2.308632,2.189883,2.189883,,,
0,-.6581808,-1.587402,-.734121,0,-2.637885,-2.979704,.3418193,.3418193,,,
0,1.015287,-1.437559,.9041429,0,2.497158,.4818709,2.015287,2.015287,,,
0,.4103099,.7941334,-.2700047,0,2.344748,.9344386,1.41031,1.41031,,,
0,1.135863,-.1095853,.5235915,0,3.685732,1.549869,2.135863,2.135863,,,
0,-.5896053,-1.899912,.1422256,0,-1.936897,-2.347292,.4103947,.4103947,,,
0,-.6217313,-.0162436,-.1384432,0,-.3981494,-.7764181,.3782687,.3782687,,,
0,1.324855,-1.41385,-.1057141,0,2.130146,-.1947092,2.324855,2.324855,,,
0,.4890186,.6081749,1.385966,0,3.972179,2.48316,1.489019,1.489019,,,
0,1.204523,.3378163,-1.243682,0,2.50318,.2986572,2.204523,2.204523,,,
0,.5321503,1.045924,-1.79548,0,1.314745,-.2174057,1.53215,1.53215,,,
0,-.2541352,-1.447591,-1.657612,0,-2.613474,-3.359339,.7458649,.7458649,,,
0,-1.365182,.2464742,.9937757,0,-.4901144,-.1249322,-.3651822,-.3651822,,,
0,-.9594946,1.580582,-1.116004,0,-.4544111,-.4949166,.0405054,.0405054,,,
0,-.6090057,-.0693593,.8997024,0,.6123318,.2213375,.3909943,.3909943,,,
0,-1.35802,.786806,-.8930051,0,-1.822238,-1.464219,-.3580196,-.3580196,,,
0,1.354731,-.5706966,.0943336,0,3.233099,.8783681,2.354731,2.354731,,,
0,1.485109,-2.162032,1.602708,0,3.410893,.9257843,2.485109,2.485109,,,
0,-1.134801,-.2811635,-.5768203,0,-2.127585,-1.992785,-.1348009,-.1348009,,,
0,-.3874134,-.9970361,.0626976,0,-.7091653,-1.321752,.6125866,.6125866,,,
0,-.9277805,-.8751692,-.1783991,0,-1.909129,-1.981349,.0722195,.0722195,,,
0,.4758193,.1766835,.8108553,0,2.939178,1.463358,1.475819,1.475819,,,
0,-1.293609,.5902162,-1.283301,0,-2.280303,-1.986694,-.293609,-.293609,,,
0,.5389158,-.2407909,-1.875842,0,-.0388017,-1.577718,1.538916,1.538916,,,
0,.5449374,1.643858,.7269056,0,4.460638,2.915701,1.544937,1.544937,,,
0,-.8466569,-1.714736,-.7709899,0,-3.17904,-3.332383,.1533432,.1533432,,,
0,-2.438475,-.2540128,.5217782,0,-3.609185,-2.17071,-1.438475,-1.438475,,,
0,.2977378,.7777809,-2.382975,0,-.0097183,-1.307456,1.297738,1.297738,,,
0,-.6948125,.3043786,-.3411126,0,-.4263591,-.7315465,.3051875,.3051875,,,
0,-.8906254,.65698,.0677072,0,-.0565636,-.1659382,.1093746,.1093746,,,
0,.3168338,1.565162,.8947324,0,4.093562,2.776728,1.316834,1.316834,,,
0,-.9350538,.8488339,.5951811,0,.5739074,.5089612,.0649462,.0649462,,,
0,-.6533629,1.415176,1.646647,0,2.755097,2.40846,.346637,.346637,,,
0,1.195261,-1.941557,-.7611895,0,.6877744,-1.507486,2.195261,2.195261,,,
0,.8448315,1.19827,.6982406,0,4.586174,2.741342,1.844831,1.844831,,,
0,.1648091,1.228295,-.9938619,0,1.564052,.3992425,1.164809,1.164809,,,
0,-1.439219,-.9802684,-.6682625,0,-3.526969,-3.08775,-.439219,-.439219,,,
0,.0232656,-.4240763,2.185574,0,2.808029,1.784763,1.023266,1.023266,,,
0,-.1652652,1.362101,.422498,0,2.454069,1.619334,.8347348,.8347348,,,
0,-1.142702,-.6468543,-2.228139,0,-4.160398,-4.017696,-.1427026,-.1427026,,,
0,-1.024657,1.037661,.5229871,0,.511333,.5359905,-.0246575,-.0246575,,,
0,.364527,.700647,-1.100243,0,1.329458,-.0350687,1.364527,1.364527,,,
0,-1.816698,.6746109,1.437023,0,-.5217619,.2949362,-.8166981,-.8166981,,,
0,.773042,.5862741,-2.200957,0,.9314012,-.8416408,1.773042,1.773042,,,
0,-1.110415,-.6637263,.574239,0,-1.310316,-1.199902,-.1104145,-.1104145,,,
0,-.0395142,.2610309,-1.029849,0,.1521538,-.808332,.9604858,.9604858,,,
0,-.4623376,.6238213,.494606,0,1.193752,.6560898,.5376625,.5376625,,,
0,.6223989,.5915948,1.512146,0,4.348538,2.72614,1.622399,1.622399,,,
0,.0247466,1.183711,-.453361,0,1.779844,.7550971,1.024747,1.024747,,,
0,-1.30807,.7999223,.6192113,0,-.1970072,.1110632,-.3080704,-.3080704,,,
0,-.5884294,-.1325422,-.0084986,0,-.3178996,-.7294702,.4115706,.4115706,,,
0,.0220791,-.9006994,.1308313,0,.2742901,-.747789,1.022079,1.022079,,,
0,1.085843,.6651855,1.872175,0,5.709046,3.623204,2.085843,2.085843,,,
0,-.7971719,-.0509381,1.103833,0,.4585508,.2557226,.2028281,.2028281,,,
0,-.2935473,-.0989933,-.0326425,0,.2812697,-.425183,.7064527,.7064527,,,
0,-2.206202,.5666479,.3356098,0,-2.510146,-1.303944,-1.206202,-1.206202,,,
0,.1840575,.7147044,-.1312199,0,1.951599,.767542,1.184057,1.184057,,,
0,.4988014,-.7832677,1.108515,0,2.32285,.8240487,1.498801,1.498801,,,
0,-1.026126,-1.020789,-1.964411,0,-4.037451,-4.011325,-.0261254,-.0261254,,,
0,.4202731,.3941329,-.7118682,0,1.522811,.1025378,1.420273,1.420273,,,
0,.0086378,1.231374,.5583359,0,2.806985,1.798347,1.008638,1.008638,,,
0,-.4283687,.5628462,-.7578487,0,-.0517398,-.6233711,.5716313,.5716313,,,
0,.6856629,-1.309414,.5020784,0,1.56399,-.121673,1.685663,1.685663,,,
0,.9810426,-.4588451,.3079753,0,2.811215,.8301728,1.981043,1.981043,,,
0,.0320293,1.71654,1.237036,0,4.017634,2.985605,1.032029,1.032029,,,
0,1.040633,.125196,1.602613,0,4.809075,2.768442,2.040633,2.040633,,,
0,.5789425,-.1097238,.9107633,0,2.958925,1.379982,1.578943,1.578943,,,
0,-.0071088,.2659161,-.1587208,0,1.092978,.1000865,.9928911,.9928911,,,
0,1.819005,-.5895709,1.145196,0,5.193635,2.374629,2.819005,2.819005,,,
0,-.3689483,.0444232,-1.576507,0,-1.269981,-1.901033,.6310517,.6310517,,,
0,-1.218416,1.730906,-.9577505,0,-.6636757,-.4452601,-.2184156,-.2184156,,,
0,-1.142355,-.1001439,-2.465675,0,-3.850529,-3.708174,-.142355,-.142355,,,
0,.0060054,1.272284,-1.579516,0,.7047783,-.301227,1.006005,1.006005,,,
0,-1.001133,-.8933592,-.7337019,0,-2.629328,-2.628195,-.0011334,-.0011334,,,
0,1.447683,.1520681,-2.065768,0,1.981666,-.4660174,2.447683,2.447683,,,
0,.3837028,-.1950957,.1968603,0,1.76917,.3854675,1.383703,1.383703,,,
0,-.4058702,-.2386128,1.032656,0,.9823031,.3881734,.5941298,.5941298,,,
0,-1.16853,-.5914152,-2.345472,0,-4.273947,-4.105417,-.16853,-.16853,,,
0,.5096161,-1.50416,.1483147,0,.6633868,-.8462293,1.509616,1.509616,,,
0,1.325053,.643116,-1.257505,0,3.035718,.7106645,2.325053,2.325053,,,
0,.2823811,.8889317,-.1028205,0,2.350873,1.068492,1.282381,1.282381,,,
0,2.794519,1.961673,.1058654,0,8.656576,4.862058,3.794518,3.794518,,,
0,-1.064051,-.186444,.1646697,0,-1.149877,-1.085825,-.0640512,-.0640512,,,
0,.2373121,-1.534628,-1.68605,0,-1.746054,-2.983366,1.237312,1.237312,,,
0,-2.285774,1.052112,-1.463677,0,-3.983112,-2.697338,-1.285774,-1.285774,,,
0,1.131524,-.2040195,.7228721,0,3.7819,1.650376,2.131524,2.131524,,,
0,.7075392,1.015399,-2.971729,0,.4587477,-1.248791,1.707539,1.707539,,,
0,-.9211659,-1.320173,-.6271267,0,-2.789631,-2.868466,.0788343,.0788343,,,
0,-1.097116,-.059037,-.4279631,0,-1.681233,-1.584117,-.0971165,-.0971165,,,
0,.5401365,-1.404603,.56506,0,1.24073,-.2994063,1.540136,1.540136,,,
0,-.4345186,.622062,-.6115927,0,.1414322,-.4240493,.5654814,.5654814,,,
0,-.8806923,.8418371,.9479293,0,1.028382,.9090741,.1193077,.1193077,,,
0,-.7993646,-.0646554,.5883936,0,-.074991,-.2756264,.2006354,.2006354,,,
0,2.009474,-.3313964,-.3920414,0,4.295511,1.286036,3.009474,3.009474,,,
0,-.0779372,-.9910851,.6620995,0,.5151399,-.4069229,.9220628,.9220628,,,
0,1.186197,-1.198468,1.856652,0,4.030579,1.844381,2.186197,2.186197,,,
0,-.1893771,-.1293053,1.360728,0,1.852668,1.042045,.8106229,.8106229,,,
0,-.2294115,.4650201,-.1361624,0,.8700347,.0994462,.7705885,.7705885,,,
0,1.44112,.185825,1.046725,0,5.11479,2.67367,2.44112,2.44112,,,
0,1.627293,-.6216542,-.4722695,0,3.160663,.5333695,2.627293,2.627293,,,
0,.0771183,1.702279,2.130983,0,4.987499,3.910381,1.077119,1.077119,,,
0,-.8887493,-.7698354,-.5973878,0,-2.144722,-2.255972,.1112506,.1112506,,,
0,-.8408989,1.122636,1.141162,0,1.582,1.422899,.1591011,.1591011,,,
0,.438578,-.7549786,.5810143,0,1.703192,.2646137,1.438578,1.438578,,,
0,1.279625,-.1197937,-1.676298,0,1.763158,-.5164667,2.279625,2.279625,,,
0,.5510035,.3287054,.5530248,0,2.983737,1.432734,1.551003,1.551003,,,
0,.362174,-2.067031,-.1783404,0,-.5210233,-1.883197,1.362174,1.362174,,,
0,-.0854361,-.4886221,-.7160742,0,-.3755684,-1.290132,.914564,.914564,,,
0,.4406222,-1.04118,-1.422054,0,-.5819895,-2.022612,1.440622,1.440622,,,
0,.6151644,1.141953,-2.530044,0,.8422378,-.7729266,1.615164,1.615164,,,
0,-.3222508,-2.289525,-.1710182,0,-2.105045,-2.782794,.6777492,.6777492,,,
0,.6124266,-.2006106,-.2093918,0,1.814851,.2024243,1.612427,1.612427,,,
0,-1.226305,.4667512,.0008083,0,-.9850495,-.758745,-.2263045,-.2263045,,,
0,-.3574382,-.5424762,-.8490502,0,-1.106403,-1.748965,.6425618,.6425618,,,
0,1.162956,.8505201,1.246316,0,5.42275,3.259793,2.162957,2.162957,,,
0,-.0819731,.4094908,1.398465,0,2.64401,1.725983,.9180268,.9180268,,,
0,-.9943821,1.644852,1.616266,0,2.272354,2.266736,.0056181,.0056181,,,
0,-.8626837,1.937255,2.471061,0,3.682949,3.545632,.1373165,.1373165,,,
0,-.7615482,.7721828,-1.221344,0,-.9722577,-1.21071,.2384519,.2384519,,,
0,-1.720734,-.1892087,1.714074,0,-.916604,-.1958695,-.7207345,-.7207345,,,
0,2.766602,.5782967,.3959478,0,7.507448,3.740846,3.766602,3.766602,,,
0,.0872122,-.3201163,-.2663293,0,.587979,-.4992333,1.087212,1.087212,,,
0,.0066619,.6124946,-.3019933,0,1.323825,.3171633,1.006662,1.006662,,,
0,.2047008,.0928512,-.6565753,0,.8456776,-.3590233,1.204701,1.204701,,,
0,-1.486115,-1.412802,-.6096861,0,-3.994719,-3.508604,-.4861155,-.4861155,,,
0,.5877326,-1.682191,1.169675,0,1.66295,.075217,1.587733,1.587733,,,
0,.4023066,1.307348,.347068,0,3.459029,2.056722,1.402307,1.402307,,,
0,1.021897,1.306429,.1812339,0,4.531457,2.50956,2.021897,2.021897,,,
0,1.324308,.2408746,-.2398724,0,3.649618,1.32531,2.324308,2.324308,,,
0,-.748057,.0139671,-1.184657,0,-1.666804,-1.918747,.2519429,.2519429,,,
0,.939898,.5734297,1.093883,0,4.547108,2.60721,1.939898,1.939898,,,
0,1.103708,1.285955,-.8934357,0,3.599936,1.496228,2.103708,2.103708,,,
0,.6617733,.6727825,.6703736,0,3.666703,2.00493,1.661773,1.661773,,,
0,.8932366,2.510829,1.697974,0,6.995276,5.10204,1.893237,1.893237,,,
0,.8894609,-.9716505,-1.25733,0,.5499412,-1.33952,1.889461,1.889461,,,
0,-.5558482,.5799198,-.1494345,0,.318789,-.1253628,.4441518,.4441518,,,
0,1.180059,1.032154,.4356031,0,4.827876,2.647817,2.180059,2.180059,,,
0,.22145,.7923569,.0355426,0,2.2708,1.04935,1.22145,1.22145,,,
0,-.2455709,-.2600435,.5641581,0,.8129728,.0585437,.7544291,.7544291,,,
0,.2992595,.0023385,-1.022617,0,.5782406,-.7210189,1.299259,1.299259,,,
0,-2.856102,.3202469,1.277921,0,-3.114037,-1.257935,-1.856102,-1.856102,,,
0,-.220258,.3148109,-1.316893,0,-.4425986,-1.222341,.779742,.779742,,,
0,-1.005514,1.676354,.2971671,0,.9624935,.9680071,-.0055135,-.0055135,,,
0,-1.013514,1.183411,-.0550848,0,.1012979,.1148123,-.0135144,-.0135144,,,
0,-1.337895,.3629414,-.3983828,0,-1.711231,-1.373336,-.3378949,-.3378949,,,
0,.5699791,-.0365898,-.120471,0,1.982897,.4129183,1.569979,1.569979,,,
0,.5568221,.0058037,.9368227,0,3.056271,1.499448,1.556822,1.556822,,,
0,1.639019,.4408501,.2377257,0,4.956614,2.317595,2.639019,2.639019,,,
0,.5984966,.1481138,-2.136763,0,.2083443,-1.390152,1.598497,1.598497,,,
0,1.129609,.1734242,.3832284,0,3.815871,1.686262,2.12961,2.12961,,,
0,.2428667,-.1494233,-1.585121,0,-.2488108,-1.491678,1.242867,1.242867,,,
0,-.1368513,-.6422122,.179003,0,.2630883,-.6000605,.8631487,.8631487,,,
0,.404082,1.025958,-1.619982,0,1.21414,-.189942,1.404082,1.404082,,,
0,.2395398,-.783645,-.2470654,0,.4483693,-.7911705,1.23954,1.23954,,,
0,1.412329,1.148495,.6873538,0,5.660507,3.248178,2.412329,2.412329,,,
0,1.131709,-.7715303,-.5898075,0,1.90208,-.2296287,2.131709,2.131709,,,
0,.258325,-.9830516,-.2847426,0,.2488558,-1.009469,1.258325,1.258325,,,
0,-.5843445,-.2580383,-.6374732,0,-1.0642,-1.479856,.4156556,.4156556,,,
0,.1633739,.2775419,.3771946,0,1.981484,.8181103,1.163374,1.163374,,,
0,-.9654697,1.051673,-.4499973,0,-.3292635,-.3637938,.0345303,.0345303,,,
0,1.035418,.1596081,.6316091,0,3.862054,1.826635,2.035419,2.035419,,,
0,-.9110836,-.639926,.7175755,0,-.7445176,-.833434,.0889164,.0889164,,,
0,-.7866299,-1.490468,-.0574733,0,-2.121202,-2.334572,.2133701,.2133701,,,
0,.6937765,-1.382516,.5381378,0,1.543175,-.1506018,1.693777,1.693777,,,
0,-.0679309,-1.22769,-.5286236,0,-.8921757,-1.824245,.9320691,.9320691,,,
0,-2.102462,1.465671,-.8793687,0,-2.618622,-1.51616,-1.102462,-1.102462,,,
0,.3254731,1.09834,1.706668,0,4.455954,3.130481,1.325473,1.325473,,,
0,-.6769997,-.9065326,-.1636922,0,-1.424224,-1.747224,.3230003,.3230003,,,
0,2.124094,-.9054137,.5751697,0,4.917944,1.79385,3.124094,3.124094,,,
0,1.459528,-.4526347,-.9474176,0,2.519004,.059476,2.459528,2.459528,,,
0,.7626998,.1660505,-.0610877,0,2.630363,.8676627,1.7627,1.7627,,,
0,.6859449,-2.122683,1.494092,0,1.743299,.0573541,1.685945,1.685945,,,
0,.4338897,.3600692,.0787733,0,2.306622,.8727322,1.43389,1.43389,,,
0,.9315732,-.4636643,.5306361,0,2.930118,.998545,1.931573,1.931573,,,
0,1.009272,.1770534,-3.361865,0,-.1662667,-2.175539,2.009272,2.009272,,,
0,-.2322825,.5373229,1.416536,0,2.489294,1.721576,.7677176,.7677176,,,
0,.4348776,2.8673,-.4854169,0,4.251638,2.816761,1.434877,1.434877,,,
0,-1.163769,.8401254,-.4886296,0,-.9760427,-.8122734,-.1637692,-.1637692,,,
0,1.108268,1.077587,1.040167,0,5.334289,3.226021,2.108268,2.108268,,,
0,.1780033,-1.168687,-.6448376,0,-.4575175,-1.635521,1.178003,1.178003,,,
0,.3869537,.2188142,.5896792,0,2.582401,1.195447,1.386954,1.386954,,,
0,.4284045,.7974603,.0052741,0,2.659543,1.231139,1.428404,1.428404,,,
0,.4702746,.1101326,.3009478,0,2.35163,.8813551,1.470275,1.470275,,,
0,.3924813,.1148529,.4651159,0,2.364931,.9724501,1.392481,1.392481,,,
0,2.474505,-.5039418,1.53475,0,6.979818,3.505313,3.474505,3.474505,,,
0,.3555295,-1.049632,-1.275974,0,-.6145474,-1.970077,1.355529,1.355529,,,
0,.6707582,-1.151947,.7722927,0,1.961863,.2911044,1.670758,1.670758,,,
0,1.897849,1.036541,1.136551,0,6.968791,4.070941,2.897849,2.897849,,,
0,.5003058,.6043508,.2690032,0,2.873966,1.37366,1.500306,1.500306,,,
0,.4792458,-.1859161,1.355321,0,3.127897,1.648651,1.479246,1.479246,,,
0,1.801491,.8739988,.2878952,0,5.764876,2.963385,2.801491,2.801491,,,
0,1.186321,-.2815239,.2773312,0,3.368448,1.182128,2.18632,2.18632,,,
0,.2955596,-1.169488,-1.817237,0,-1.395606,-2.691166,1.29556,1.29556,,,
0,.8405353,.752591,-.1381677,0,3.295494,1.454959,1.840535,1.840535,,,
0,-.1942035,-.6626282,-.2306939,0,-.281729,-1.087525,.8057965,.8057965,,,
0,-.9721132,.2509302,1.669238,0,.9759423,.9480554,.0278868,.0278868,,,
0,1.666102,.5777157,-1.156491,0,3.753429,1.087327,2.666102,2.666102,,,
0,-.9475282,3.134229,-2.118961,0,.1202114,.0677396,.0524718,.0524718,,,
0,.0587801,.1783646,-1.375191,0,-.0792664,-1.138046,1.05878,1.05878,,,
0,1.451704,-.4369171,1.094274,0,4.560764,2.10906,2.451704,2.451704,,,
0,1.140235,1.258487,-.3703231,0,4.168633,2.028399,2.140235,2.140235,,,
0,.2800773,1.033733,-1.09698,0,1.496907,.2168295,1.280077,1.280077,,,
0,.0623329,-.1510145,-1.438622,0,-.4649705,-1.527303,1.062333,1.062333,,,
0,-.2081937,-.861048,.5245814,0,.247146,-.5446603,.7918062,.7918062,,,
0,-1.109617,1.729218,-.9210126,0,-.4110284,-.3014116,-.1096168,-.1096168,,,
0,-.7635506,.1660857,.7573849,0,.3963693,.15992,.2364493,.2364493,,,
0,.443172,-1.254125,-.2359969,0,.3962226,-1.046949,1.443172,1.443172,,,
0,-.9976045,2.075475,-1.573748,0,-.4934819,-.4958773,.0023955,.0023955,,,
0,.0938573,-.5405458,-1.434173,0,-.7870046,-1.880862,1.093857,1.093857,,,
0,-.1257032,-1.334942,.2000018,0,-.3863468,-1.260644,.8742968,.8742968,,,
0,-1.901097,-.7274773,1.447168,0,-2.082504,-1.181407,-.9010972,-.9010972,,,
0,1.145677,-.8607512,1.410457,0,3.841059,1.695382,2.145677,2.145677,,,
0,-.8222625,-.47744,1.089032,0,-.0329332,-.2106708,.1777375,.1777375,,,
0,-.2843497,-.438928,.541788,0,.5341607,-.1814896,.7156503,.7156503,,,
0,.5481033,.4777189,.5670115,0,3.140937,1.592834,1.548103,1.548103,,,
0,-.0760823,-.0171407,.0612729,0,.8919676,-.0319501,.9239177,.9239177,,,
0,.5330721,.2842217,-.1539882,0,2.196378,.6633056,1.533072,1.533072,,,
0,-.8281856,.9238461,.9440008,0,1.211476,1.039661,.1718144,.1718144,,,
0,-1.240597,-1.230172,-1.58471,0,-4.296075,-4.055479,-.2405963,-.2405963,,,
0,-.8772252,-.7722674,-.7894631,0,-2.316181,-2.438956,.1227748,.1227748,,,
0,.8569081,-1.013646,-.6436909,0,1.056479,-.8004286,1.856908,1.856908,,,
0,-1.097387,-1.41082,.5185161,0,-2.087077,-1.989691,-.0973867,-.0973867,,,
0,-1.369039,.1760164,.4148033,0,-1.147258,-.7782191,-.3690388,-.3690388,,,
0,-.0098331,1.075801,-.7303116,0,1.325823,.3356558,.9901669,.9901669,,,
0,1.165962,-.1541382,-.5017789,0,2.676007,.5100451,2.165962,2.165962,,,
0,1.814556,-.5434958,1.431468,0,5.517084,2.702528,2.814556,2.814556,,,
0,-1.516944,-.1738244,.6004663,0,-1.607247,-1.090303,-.5169444,-.5169444,,,
0,.2038605,-.5492814,.6905105,0,1.54895,.3450897,1.203861,1.203861,,,
0,-1.518986,-.9483329,.8799859,0,-2.106319,-1.587333,-.518986,-.518986,,,
0,1.979264,-1.135316,.504757,0,4.32797,1.348705,2.979264,2.979264,,,
0,-.883505,1.826949,-.2142081,0,.8457304,.7292355,.116495,.116495,,,
0,.6521242,.0532742,-2.133298,0,.2242244,-1.4279,1.652124,1.652124,,,
0,-.8439816,.2396277,.3355498,0,-.1127857,-.2688041,.1560184,.1560184,,,
0,.842073,-1.824991,.4639859,0,1.323141,-.5189323,1.842073,1.842073,,,
0,.6704755,-.3120698,-.7286124,0,1.300269,-.3702067,1.670475,1.670475,,,
0,-.1731796,-.0924549,-.784313,0,-.223127,-1.049947,.8268204,.8268204,,,
0,.946889,-.9942837,.2875611,0,2.187055,.2401665,1.946889,1.946889,,,
0,1.142511,-.5510065,1.277068,0,4.011085,1.868573,2.142511,2.142511,,,
0,.5257067,-.0484423,1.449824,0,3.452795,1.927088,1.525707,1.525707,,,
0,-.8683806,-1.610212,-.5055943,0,-2.852568,-2.984187,.1316195,.1316195,,,
0,.4254653,-.6609393,.1724167,0,1.362408,-.0630574,1.425465,1.425465,,,
0,.4511391,-.0319735,.5925002,0,2.462805,1.011666,1.451139,1.451139,,,
0,-.2087592,-1.757093,-.1784561,0,-1.353067,-2.144308,.7912409,.7912409,,,
0,-.5635104,-.8493183,.6359404,0,-.3403987,-.7768883,.4364896,.4364896,,,
0,1.225477,-.6748779,-1.052045,0,1.724031,-.5014459,2.225477,2.225477,,,
0,-.9753363,-1.46105,-.9687481,0,-3.380471,-3.405134,.0246637,.0246637,,,
0,.1732924,.7400547,-.194707,0,1.891933,.7186402,1.173292,1.173292,,,
0,1.211735,-.9225605,.2836003,0,2.784509,.5727746,2.211735,2.211735,,,
0,-.1895669,-.9851028,-1.869842,0,-2.234078,-3.044511,.8104329,.8104329,,,
0,.2525329,.2333064,-1.987891,0,-.2495188,-1.502052,1.252533,1.252533,,,
0,.7029056,-.616706,-.1770705,0,1.612035,-.0908709,1.702906,1.702906,,,
0,.5560741,3.58013,.5513478,0,6.243626,4.687551,1.556074,1.556074,,,
0,.8644353,.2953302,.4438996,0,3.4681,1.603665,1.864435,1.864435,,,
0,-.8526178,-.4459338,1.816164,0,.6649951,.5176129,.1473821,.1473821,,,
0,.957527,.6010685,.3034686,0,3.819591,1.862064,1.957527,1.957527,,,
0,1.833772,-.3364659,1.374095,0,5.705173,2.871401,2.833772,2.833772,,,
0,-.33118,1.501484,-.7057021,0,1.133422,.4646021,.66882,.66882,,,
0,.3610123,.5582318,.5541399,0,2.834396,1.473384,1.361012,1.361012,,,
0,-1.121539,-.5444016,-.0897746,0,-1.877255,-1.755715,-.1215392,-.1215392,,,
0,.1858248,.6256999,.3621626,0,2.359512,1.173687,1.185825,1.185825,,,
0,-.6783475,-.6205808,-2.047505,0,-3.024781,-3.346433,.3216524,.3216524,,,
0,.4290542,.5837867,1.491048,0,3.932943,2.503889,1.429054,1.429054,,,
0,-1.191248,-1.101962,.9788418,0,-1.505616,-1.314368,-.1912481,-.1912481,,,
0,-.4704761,-.9449104,1.062706,0,.1768432,-.3526807,.5295239,.5295239,,,
0,.9247707,-.0706318,.9054448,0,3.684354,1.759584,1.924771,1.924771,,,
0,.1777249,-.5313185,.6737069,0,1.497838,.3201133,1.177725,1.177725,,,
0,-1.709699,1.057259,.5929229,0,-.7692165,-.0595172,-.7096993,-.7096993,,,
0,-.7438896,-.9622952,1.142336,0,-.3077387,-.5638491,.2561104,.2561104,,,
0,-.9903955,-.4516452,.2933704,0,-1.139066,-1.14867,.0096045,.0096045,,,
0,.3380463,-1.121881,-.289747,0,.264465,-1.073581,1.338046,1.338046,,,
0,1.427353,1.821224,.5858459,0,6.261776,3.834423,2.427353,2.427353,,,
0,-1.188756,1.020947,-.0619401,0,-.4185064,-.22975,-.1887565,-.1887565,,,
0,1.163389,1.178584,-.467976,0,4.037386,1.873997,2.163389,2.163389,,,
0,1.443994,-.191954,-.0162021,0,3.679833,1.235838,2.443995,2.443995,,,
0,-.0479766,-.0765332,.5504715,0,1.377985,.4259618,.9520234,.9520234,,,
0,-.5450996,-.215701,.2936756,0,-.0122246,-.467125,.4549004,.4549004,,,
0,.1638763,-.8126391,1.291596,0,1.806709,.6428328,1.163876,1.163876,,,
0,-1.569065,1.573656,-.0488955,0,-.6133705,-.044305,-.5690655,-.5690655,,,
0,-2.797362,.9486877,-1.369291,0,-5.015327,-3.217965,-1.797362,-1.797362,,,
0,-.0538231,-1.331482,-.3932836,0,-.832412,-1.778589,.9461769,.9461769,,,
0,.0998655,-.8651226,.9884734,0,1.323082,.2232164,1.099865,1.099865,,,
0,.8916499,-.1398558,-1.376563,0,1.266881,-.624769,1.89165,1.89165,,,
0,1.247655,.0854672,-1.193408,0,2.387369,.1397142,2.247655,2.247655,,,
0,-1.006106,.044982,.2522751,0,-.7149542,-.7088485,-.0061057,-.0061057,,,
0,-1.163102,.7478163,-.0308757,0,-.6092642,-.4461618,-.1631024,-.1631024,,,
0,-.5249228,-.8387261,1.450804,0,.5622326,.0871554,.4750772,.4750772,,,
0,-.0982881,2.790554,1.632026,0,5.226003,4.324291,.9017115,.9017115,,,
0,-.619222,1.57252,1.373011,0,2.707087,2.326309,.3807778,.3807778,,,
0,-.6724634,.8077151,1.161083,0,1.623871,1.296335,.3275366,.3275366,,,
0,.4456295,-1.060942,-.2563781,0,.5739385,-.871691,1.445629,1.445629,,,
0,1.329726,-.7144707,-1.163723,0,1.781257,-.5484684,2.329726,2.329726,,,
0,-1.651592,.0631915,.3271098,0,-1.912883,-1.261291,-.6515921,-.6515921,,,
0,-.5651082,.3049788,.9726458,0,1.147408,.7125164,.4348918,.4348918,,,
0,-2.631515,.308288,1.384428,0,-2.570314,-.9387991,-1.631515,-1.631515,,,
0,.0497534,.67942,-.2098618,0,1.569065,.5193116,1.049753,1.049753,,,
0,-1.715598,1.819563,2.456092,0,1.844459,2.560057,-.7155976,-.7155976,,,
0,2.723638,-.5333759,.4580686,0,6.371969,2.648331,3.723638,3.723638,,,
0,-.1499772,1.164379,-2.17224,0,-.3078154,-1.157838,.8500228,.8500228,,,
0,-.7822283,-.0511173,1.263962,0,.648388,.4306163,.2177717,.2177717,,,
0,-.2255897,-.4920406,.4528686,0,.5096486,-.2647617,.7744102,.7744102,,,
0,-.6629225,-.2382189,-1.670596,0,-2.23466,-2.571738,.3370774,.3370774,,,
0,1.354906,.6899664,1.23144,0,5.631219,3.276313,2.354906,2.354906,,,
0,-1.216569,.4340674,.1696825,0,-.8293877,-.6128188,-.2165688,-.2165688,,,
0,1.798618,.584774,-.3632559,0,4.818754,2.020136,2.798618,2.798618,,,
